"ID","INV","DATA","CATALOG","PCODE","QTY","custnum","custname","TYPE"
3056,191370,5/98/23',Pets,PT3200,4,3143,NULL,,Orders'
3057,203518,7/98/14',Sports,SP2400,1,3144,NULL,,Orders'
3058,222669,10/98/3',Sports,SP2400,1,3145,NULL,,Orders'
3059,236950,12/98/3',Pets,PT3100,1,3146,NULL,,Orders'
3060,240215,12/98/17',Toys,TY1100,1,3147,NULL,,Orders'
3061,106223,6/00/4',Pets,PT3500,2,3148,NULL,,Orders'
3062,121182,8/00/29',Sports,SP3400,4,3149,NULL,,Orders'
3063,124548,9/00/16',Sports,SP2300,1,315,NULL,,Orders'
3064,125512,9/00/21',Software,SW3909,1,3150,NULL,,Orders'
3065,133675,11/00/3',Sports,SP1400,1,3151,NULL,,Orders'
3066,133675,11/00/3',Sports,SP2400,1,3152,NULL,,Orders'
3067,133675,11/00/3',Sports,SP2500,1,3153,NULL,,Orders'
3068,133675,11/00/3',Sports,SP2500,1,3154,NULL,,Orders'
3069,160713,3/01/26',Toys,TY1200,1,3155,NULL,,Orders'
3070,125915,6/97/16',Software,SW4155,1,3156,NULL,,Orders'
3071,129730,7/97/6',Sports,SP1000,1,3157,NULL,,Orders'
3072,142643,9/97/12',Software,SW6180,1,3158,NULL,,Orders'
3073,173126,2/98/27',Collectibles,CC2300,1,3159,NULL,,Orders'
3074,173126,2/98/27',Collectibles,CC3400,4,316,NULL,,Orders'
3075,173126,2/98/27',Collectibles,CC4100,1,3160,NULL,,Orders'
3076,173126,2/98/27',Collectibles,CC4200,1,3161,NULL,,Orders'
3077,190223,5/98/18',Toys,TY3400,1,3162,NULL,,Orders'
3078,197478,6/98/18',Pets,PT2400,3,3163,NULL,,Orders'
3079,233023,11/98/16',Toys,TY2600,1,3164,NULL,,Orders'
3080,238374,12/98/9',Software,SW7383,1,3165,NULL,,Orders'
3081,242706,12/98/28',Pets,PT4600,3,3166,NULL,,Orders'
3082,125915,9/00/23',Software,SW4155,1,3167,NULL,,Orders'
3083,129730,10/00/13',Sports,SP1000,1,3168,NULL,,Orders'
3084,142643,12/00/20',Software,SW6180,1,3169,NULL,,Orders'
3085,102993,2/97/3',Software,SW7573,1,317,NULL,,Orders'
3086,144412,9/97/21',Toys,TY1950,1,3170,NULL,,Orders'
3087,158065,12/97/3',Gardening,GD1600,1,3171,NULL,,Orders'
3088,168392,2/98/1',Collectibles,CC3700,1,3172,NULL,,Orders'
3089,177882,3/98/23',Gardening,GD2200,1,3173,NULL,,Orders'
3090,177882,3/98/23',Gardening,GD3300,1,3174,NULL,,Orders'
3091,177882,3/98/23',Gardening,GD4000,3,3175,NULL,,Orders'
3092,207926,8/98/2',Toys,TY3500,1,3176,NULL,,Orders'
3093,210787,8/98/14',Pets,PT3500,1,3177,NULL,,Orders'
3094,215734,9/98/4',Sports,SP3200,1,3178,NULL,,Orders'
3095,238623,12/98/10',Sports,SP1200,1,3179,NULL,,Orders'
3096,242947,12/98/29',Toys,TY2400,2,318,NULL,,Orders'
3097,242947,12/98/29',Toys,TY2700,1,3180,NULL,,Orders'
3098,242947,12/98/29',Toys,TY4300,1,3181,NULL,,Orders'
3099,242947,12/98/29',Toys,TY4500,1,3182,NULL,,Orders'
3100,102993,5/00/13',Software,SW7573,1,3183,NULL,,Orders'
3101,144412,12/00/29',Toys,TY1950,1,3184,NULL,,Orders'
3102,158065,3/01/12',Gardening,GD1600,1,3185,NULL,,Orders'
3103,168392,5/01/11',Collectibles,CC3700,1,3186,NULL,,Orders'
3104,101098,1/97/20',Gardening,GD1100,1,3187,NULL,,Orders'
3105,107649,3/97/6',Pets,PT1100,1,3188,NULL,,Orders'
3106,125921,6/97/16',Gardening,GD3300,3,3189,NULL,,Orders'
3107,133103,7/97/24',Software,SW1991,1,319,NULL,,Orders'
3108,133103,7/97/24',Software,SW4831,2,3190,NULL,,Orders'
3109,133103,7/97/24',Software,SW5338,1,3191,NULL,,Orders'
3110,133103,7/97/24',Software,SW7585,1,3192,NULL,,Orders'
3111,146451,10/97/2',Sports,SP3100,1,3193,NULL,,Orders'
3112,154228,11/97/13',Sports,SP1400,1,3194,NULL,,Orders'
3113,180621,4/98/5',Gardening,GD3300,4,3195,NULL,,Orders'
3114,211285,8/98/16',Toys,TY1850,1,3196,NULL,,Orders'
3115,221214,9/98/27',Sports,SP2400,1,3197,NULL,,Orders'
3116,230878,11/98/7',Toys,TY4300,1,3198,NULL,,Orders'
3117,236233,11/98/30',Software,SW2123,2,3199,NULL,,Orders'
3118,236958,12/98/3',Sports,SP2200,1,32,NULL,,Orders'
3119,101098,4/00/29',Gardening,GD1100,1,320,NULL,,Orders'
3120,107649,6/00/13',Pets,PT1100,1,3200,NULL,,Orders'
3121,125921,9/00/23',Gardening,GD3300,3,3201,NULL,,Orders'
3122,133103,10/00/31',Software,SW1991,1,3202,NULL,,Orders'
3123,133103,10/00/31',Software,SW4831,2,3203,NULL,,Orders'
3124,133103,10/00/31',Software,SW5338,1,3204,NULL,,Orders'
3125,133103,10/00/31',Software,SW7585,1,3205,NULL,,Orders'
3126,146451,1/01/9',Sports,SP3100,1,3206,NULL,,Orders'
3127,154228,2/01/20',Sports,SP1400,1,3207,NULL,,Orders'
3128,98689,1/97/1',Sports,SP2200,1,3208,NULL,,Orders'
3129,98689,1/97/1',Sports,SP2600,1,3209,NULL,,Orders'
3130,98689,1/97/1',Sports,SP3100,2,321,NULL,,Orders'
3131,103947,2/97/10',Sports,SP1400,4,3210,NULL,,Orders'
3132,114684,4/97/17',Gardening,GD1600,2,3211,NULL,,Orders'
3133,136955,8/97/13',Toys,TY4100,1,3212,NULL,,Orders'
3134,146274,10/97/1',Pets,PT1400,4,3213,NULL,,Orders'
3135,161086,12/97/19',Toys,TY1600,1,3214,NULL,,Orders'
3136,161086,12/97/19',Toys,TY4200,1,3215,NULL,,Orders'
3137,161086,12/97/19',Toys,TY4300,4,3216,NULL,,Orders'
3138,161086,12/97/19',Toys,TY4600,1,3217,NULL,,Orders'
3139,162792,12/97/28',Toys,TY4300,1,3218,NULL,,Orders'
3140,183230,4/98/17',Sports,SP1600,1,3219,NULL,,Orders'
3141,185042,4/98/25',Toys,TY1800,1,322,NULL,,Orders'
3142,227598,10/98/24',Sports,SP1300,1,3220,NULL,,Orders'
3143,229229,10/98/31',Gardening,GD1600,1,3221,NULL,,Orders'
3144,98689,4/00/10',Sports,SP2200,1,3222,NULL,,Orders'
3145,98689,4/00/10',Sports,SP2600,1,3223,NULL,,Orders'
3146,98689,4/00/10',Sports,SP3100,2,3224,NULL,,Orders'
3147,103947,5/00/20',Sports,SP1400,4,3225,NULL,,Orders'
3148,114684,7/00/25',Gardening,GD1600,2,3226,NULL,,Orders'
3149,136955,11/00/20',Toys,TY4100,1,3227,NULL,,Orders'
3150,146274,1/01/8',Pets,PT1400,4,3228,NULL,,Orders'
3151,161086,3/01/28',Toys,TY1600,1,3229,NULL,,Orders'
3152,161086,3/01/28',Toys,TY4200,1,323,NULL,,Orders'
3153,161086,3/01/28',Toys,TY4300,4,3230,NULL,,Orders'
3154,161086,3/01/28',Toys,TY4600,1,3231,NULL,,Orders'
3155,162792,4/01/6',Toys,TY4300,1,3232,NULL,,Orders'
3156,119317,5/97/12',Sports,SP3200,1,3233,NULL,,Orders'
3157,124734,6/97/10',Sports,SP1000,1,3234,NULL,,Orders'
3158,138810,8/97/23',Toys,TY1850,1,3235,NULL,,Orders'
3159,147723,10/97/9',Gardening,GD1001,1,3236,NULL,,Orders'
3160,147723,10/97/9',Gardening,GD1400,2,3237,NULL,,Orders'
3161,147723,10/97/9',Gardening,GD2300,1,3238,NULL,,Orders'
3162,147723,10/97/9',Gardening,GD4200,3,3239,NULL,,Orders'
3163,160328,12/97/15',Toys,TY2400,4,324,NULL,,Orders'
3164,162092,12/97/24',Pets,PT2400,1,3240,NULL,,Orders'
3165,188621,5/98/11',Sports,SP1300,1,3241,NULL,,Orders'
3166,195294,6/98/9',Sports,SP2400,1,3242,NULL,,Orders'
3167,238629,12/98/10',Pets,PT2400,2,3243,NULL,,Orders'
3168,241386,12/98/22',Pets,PT1200,1,3244,NULL,,Orders'
3169,119317,8/00/19',Sports,SP3200,1,3245,NULL,,Orders'
3170,124734,9/00/17',Sports,SP1000,1,3246,NULL,,Orders'
3171,138810,11/00/30',Toys,TY1850,1,3247,NULL,,Orders'
3172,147723,1/01/16',Gardening,GD10)!,1,3248,NULL,,Orders'
3173,147723,1/01/16',Gardening,GD1400,2,3249,NULL,,Orders'
3174,147723,1/01/16',Gardening,GD2300,1,325,NULL,,Orders'
3175,147723,1/01/16',Gardening,GD4200,3,3250,NULL,,Orders'
3176,160328,3/01/24',Toys,TY2400,4,3251,NULL,,Orders'
3177,162092,4/01/2',Pets,PT2400,1,3252,NULL,,Orders'
3178,100457,1/97/15',Gardening,GD2400,1,3253,NULL,,Orders'
3179,122695,5/97/30',Sports,SP2400,1,3254,NULL,,Orders'
3180,123241,6/97/2',Pets,PT1400,2,3255,NULL,,Orders'
3181,123241,6/97/2',Pets,PT2000,1,3256,NULL,,Orders'
3182,123241,6/97/2',Pets,PT3400,2,3257,NULL,,Orders'
3183,123241,6/97/2',Pets,PT3500,1,3258,NULL,,Orders'
3184,133316,7/97/25',Sports,SP3100,1,3259,NULL,,Orders'
3185,149740,10/97/20',Toys,TY4500,1,326,NULL,,Orders'
3186,165269,1/98/13',Gardening,GD1300,1,3260,NULL,,Orders'
3187,172771,2/98/25',Software,SW2842,2,3261,NULL,,Orders'
3188,176080,3/98/14',Collectibles,CC4100,1,3262,NULL,,Orders'
3189,187238,5/98/5',Pets,PT1200,1,3263,NULL,,Orders'
3190,204908,7/98/20',Sports,SP2600,1,3264,NULL,,Orders'
3191,219336,9/98/19',Pets,PT2400,1,3265,NULL,,Orders'
3192,219336,9/98/19',Pets,PT3200,1,3266,NULL,,Orders'
3193,219336,9/98/19',Pets,PT4100,4,3267,NULL,,Orders'
3194,219336,9/98/19',Pets,PT4600,1,3268,NULL,,Orders'
3195,229027,10/98/30',Pets,PT2300,3,3269,NULL,,Orders'
3196,100457,4/00/24',Gardening,GD2400,1,327,NULL,,Orders'
3197,122695,9/00/6',Sports,SP2400,1,3270,NULL,,Orders'
3198,123241,9/00/9',Pets,PT1400,2,3271,NULL,,Orders'
3199,123241,9/00/9',Pets,PT2000,1,3272,NULL,,Orders'
3200,123241,9/00/9',Pets,PT3400,2,3273,NULL,,Orders'
3201,123241,9/00/9',Pets,PT3500,1,328,NULL,,Orders'
3202,133316,11/00/1',Sports,SP3100,1,329,NULL,,Orders'
3203,149740,1/01/27',Toys,TY4500,1,33,NULL,,Orders'
3204,165269,4/01/22',Gardening,GD1300,1,330,NULL,,Orders'
3205,103814,2/97/9',Sports,SP2700,1,331,NULL,,Orders'
3206,117988,5/97/5',Sports,SP3300,1,332,NULL,,Orders'
3207,141343,9/97/5',Pets,PT1400,1,333,NULL,,Orders'
3208,141343,9/97/5',Pets,PT3200,2,334,NULL,,Orders'
3209,141343,9/97/5',Pets,PT4600,3,335,NULL,,Orders'
3210,143650,9/97/17',Toys,TY3500,1,336,NULL,,Orders'
3211,144414,9/97/21',Toys,TY1300,1,337,NULL,,Orders'
3212,144414,9/97/21',Toys,TY1850,1,338,NULL,,Orders'
3213,144414,9/97/21',Toys,TY1850,4,339,NULL,,Orders'
3214,155952,11/97/22',Toys,TY4300,1,34,NULL,,Orders'
3215,162976,12/97/29',Sports,SP3100,1,340,NULL,,Orders'
3216,171102,2/98/16',Gardening,GD4100,1,341,NULL,,Orders'
3217,190931,5/98/21',Toys,TY2700,2,342,NULL,,Orders'
3218,191168,5/98/22',Software,SW8511,1,343,NULL,,Orders'
3219,195801,6/98/11',Toys,TY4800,1,344,NULL,,Orders'
3220,201468,7/98/5',Pets,PT3300,1,345,NULL,,Orders'
3221,201468,7/98/5',Pets,PT3400,1,346,NULL,,Orders'
3222,201468,7/98/5',Pets,PT3500,2,347,NULL,,Orders'
3223,202627,7/98/10',Toys,TY1600,2,348,NULL,,Orders'
3224,213192,8/98/24',Sports,SP3000,1,349,NULL,,Orders'
3225,219822,9/98/21',Pets,PT4100,4,35,NULL,,Orders'
3226,103814,5/00/19',Sports,SP2700,1,350,NULL,,Orders'
3227,117988,8/00/12',Sports,SP3300,1,351,NULL,,Orders'
3228,141343,12/00/13',Pets,PT1400,1,352,NULL,,Orders'
3229,141343,12/00/13',Pets,PT3200,2,353,NULL,,Orders'
3230,141343,12/00/13',Pets,PT4600,3,354,NULL,,Orders'
3231,143650,12/00/25',Toys,TY3500,1,355,NULL,,Orders'
3232,144414,12/00/29',Toys,TY1300,1,356,NULL,,Orders'
3233,144414,12/00/29',Toys,TY1850,1,357,NULL,,Orders'
3234,144414,12/00/29',Toys,TY1850,4,358,NULL,,Orders'
3235,155952,3/01/1',Toys,TY4300,1,359,NULL,,Orders'
3236,162976,4/01/7',Sports,SP3100,1,36,NULL,,Orders'
3237,171102,5/01/26',Gardening,GD4100,1,360,NULL,,Orders'
3238,129352,7/97/4',Sports,SP2000,1,361,NULL,,Orders'
3239,129352,7/97/4',Sports,SP3100,1,362,NULL,,Orders'
3240,129352,7/97/4',Sports,SP3200,1,363,NULL,,Orders'
3241,129352,7/97/4',Sports,SP3200,1,364,NULL,,Orders'
3242,132728,7/97/22',Sports,SP2400,1,365,NULL,,Orders'
3243,156340,11/97/24',Software,SW3909,3,366,NULL,,Orders'
3244,157119,11/97/28',Pets,PT4500,1,367,NULL,,Orders'
3245,234388,11/98/22',Sports,SP1600,1,368,NULL,,Orders'
3246,234388,11/98/22',Sports,SP2500,1,369,NULL,,Orders'
3247,234388,11/98/22',Sports,SP3000,1,37,NULL,,Orders'
3248,234388,11/98/22',Sports,SP3200,1,370,NULL,,Orders'
3249,129352,10/00/11',Sports,SP2000,1,371,NULL,,Orders'
3250,129352,10/00/11',Sports,SP3100,1,372,NULL,,Orders'
3251,129352,10/00/11',Sports,SP3200,1,373,NULL,,Orders'
3252,129352,10/00/11',Sports,SP3200,1,374,NULL,,Orders'
3253,132728,10/00/29',Sports,SP2400,1,375,NULL,,Orders'
3254,156340,3/01/3',Software,SW3909,3,376,NULL,,Orders'
3255,157119,3/01/7',Pets,PT4500,1,377,NULL,,Orders'
3256,130673,7/97/11',Gardening,GD1500,2,378,NULL,,Orders'
3257,145341,9/97/26',Pets,PT1400,1,379,NULL,,Orders'
3258,154241,11/97/13',Toys,TY4600,1,38,NULL,,Orders'
3259,178088,3/98/24',Gardening,GD4000,1,380,NULL,,Orders'
3260,187241,5/98/5',Gardening,GD1100,1,381,NULL,,Orders'
3261,187241,5/98/5',Gardening,GD1300,1,382,NULL,,Orders'
3262,187241,5/98/5',Gardening,GD3100,1,383,NULL,,Orders'
3263,196746,6/98/15',Sports,SP2200,1,384,NULL,,Orders'
3264,216748,9/98/8',Sports,SP2400,2,385,NULL,,Orders'
3265,221717,9/98/29',Sports,SP3200,1,386,NULL,,Orders'
3266,229035,10/98/30',Sports,SP1500,1,387,NULL,,Orders'
3267,233951,11/98/20',Toys,TY4100,1,388,NULL,,Orders'
3268,130673,10/00/18',Gardening,GD1500,2,389,NULL,,Orders'
3269,145341,1/01/3',Pets,PT1400,1,39,NULL,,Orders'
3270,154241,2/01/20',Toys,TY4600,1,390,NULL,,Orders'
3271,101619,1/97/24',Gardening,GD1010,1,391,NULL,,Orders'
3272,108261,3/97/10',Pets,PT1000,2,392,NULL,,Orders'
3273,131980,7/97/18',Toys,TY3500,1,393,NULL,,Orders'
3274,144986,9/97/24',Software,SW1207,1,394,NULL,,Orders'
3275,144986,9/97/24',Software,SW1807,4,395,NULL,,Orders'
3276,144986,9/97/24',Software,SW4792,4,396,NULL,,Orders'
3277,144986,9/97/24',Software,SW9782,3,397,NULL,,Orders'
3278,149567,10/97/19',Sports,SP1100,1,398,NULL,,Orders'
3279,149567,10/97/19',Sports,SP2000,1,399,NULL,,Orders'
3280,149567,10/97/19',Sports,SP3200,1,4,NULL,,Orders'
3281,197495,6/98/18',Gardening,GD1400,4,40,NULL,,Orders'
3282,204444,7/98/18',Software,SW3482,1,400,NULL,,Orders'
3283,204444,7/98/18',Software,SW5493,4,401,NULL,,Orders'
3284,204444,7/98/18',Software,SW8376,1,402,NULL,,Orders'
3285,204444,7/98/18',Software,SW9604,1,403,NULL,,Orders'
3286,212725,8/98/22',Toys,TY3300,4,404,NULL,,Orders'
3287,101619,5/00/3',Gardening,GD1010,1,405,NULL,,Orders'
3288,108261,6/00/17',Pets,PT1000,2,406,NULL,,Orders'
3289,131980,10/00/25',Toys,TY3500,1,407,NULL,,Orders'
3290,144986,1/01/1',Software,SW1207,1,408,NULL,,Orders'
3291,144986,1/01/1',Software,SW1807,4,409,NULL,,Orders'
3292,144986,1/01/1',Software,SW4792,4,41,NULL,,Orders'
3293,144986,1/01/1',Software,SW9782,3,410,NULL,,Orders'
3294,149567,1/01/26',Sports,SP1100,1,411,NULL,,Orders'
3295,149567,1/01/26',Sports,SP2000,1,412,NULL,,Orders'
3296,149567,1/01/26',Sports,SP3200,1,413,NULL,,Orders'
3297,121721,5/97/25',Sports,SP1000,1,414,NULL,,Orders'
3298,134309,7/97/30',Pets,PT2000,3,415,NULL,,Orders'
3299,151830,10/97/31',Toys,TY1950,3,416,NULL,,Orders'
3300,179329,3/98/30',Gardening,GD1001,1,417,NULL,,Orders'
3301,183493,4/98/18',Toys,TY1700,1,418,NULL,,Orders'
3302,186154,4/98/30',Pets,PT1200,1,419,NULL,,Orders'
3303,186154,4/98/30',Pets,PT2400,1,42,NULL,,Orders'
3304,186154,4/98/30',Pets,PT3100,1,420,NULL,,Orders'
3305,186154,4/98/30',Pets,PT4600,2,421,NULL,,Orders'
3306,192531,5/98/28',Pets,PT2200,1,422,NULL,,Orders'
3307,206790,7/98/28',Sports,SP3000,1,423,NULL,,Orders'
3308,121721,9/00/1',Sports,SP1000,1,424,NULL,,Orders'
3309,134309,11/00/6',Pets,PT2000,3,425,NULL,,Orders'
3310,151830,2/01/7',Toys,TY1950,3,426,NULL,,Orders'
3311,106067,2/97/24',Sports,SP2200,1,427,NULL,,Orders'
3312,106067,2/97/24',Sports,SP3200,1,428,NULL,,Orders'
3313,106067,2/97/24',Sports,SP3400,1,429,NULL,,Orders'
3314,109753,3/97/19',Pets,PT3100,1,43,NULL,,Orders'
3315,112945,4/97/7',Pets,PT2300,1,430,NULL,,Orders'
3316,116502,4/97/27',Sports,SP2500,1,431,NULL,,Orders'
3317,208170,8/98/3',Sports,SP2000,1,432,NULL,,Orders'
3318,234634,11/98/23',Toys,TY3100,1,433,NULL,,Orders'
3319,234634,11/98/23',Toys,TY3400,3,434,NULL,,Orders'
3320,234634,11/98/23',Toys,TY4600,1,435,NULL,,Orders'
3321,234634,11/98/23',Toys,TY4700,1,436,NULL,,Orders'
3322,106067,6/00/3',Sports,SP2200,1,437,NULL,,Orders'
3323,106067,6/00/3',Sports,SP3200,1,438,NULL,,Orders'
3324,106067,6/00/3',Sports,SP3400,1,439,NULL,,Orders'
3325,109753,6/00/26',Pets,PT3100,1,44,NULL,,Orders'
3326,112945,7/00/15',Pets,PT2300,1,440,NULL,,Orders'
3327,116502,8/00/4',Sports,SP2500,1,441,NULL,,Orders'
3328,110921,3/97/26',Gardening,GD3100,1,442,NULL,,Orders'
3329,110921,3/97/26',Gardening,GD3300,1,443,NULL,,Orders'
3330,110921,3/97/26',Gardening,GD4100,1,444,NULL,,Orders'
3331,134313,7/97/30',Sports,SP2300,1,445,NULL,,Orders'
3332,136592,8/97/11',Pets,PT2100,4,446,NULL,,Orders'
3333,187463,5/98/6',Software,SW7935,4,447,NULL,,Orders'
3334,190472,5/98/19',Gardening,GD1400,1,448,NULL,,Orders'
3335,197500,6/98/18',Sports,SP3000,1,449,NULL,,Orders'
3336,209373,8/98/8',Toys,TY4700,4,45,NULL,,Orders'
3337,211793,8/98/18',Pets,PT3500,1,450,NULL,,Orders'
3338,215294,9/98/2',Sports,SP3400,1,451,NULL,,Orders'
3339,226176,10/98/18',Sports,SP2700,1,452,NULL,,Orders'
3340,235055,11/98/25',Sports,SP1300,1,453,NULL,,Orders'
3341,110921,7/00/3',Gardening,GD3100,1,454,NULL,,Orders'
3342,110921,7/00/3',Gardening,GD3300,1,455,NULL,,Orders'
3343,110921,7/00/3',Gardening,GD4100,1,456,NULL,,Orders'
3344,134313,11/00/6',Sports,SP2300,1,457,NULL,,Orders'
3345,136592,11/00/18',Pets,PT2100,4,458,NULL,,Orders'
3346,100597,1/97/16',Sports,SP1200,2,459,NULL,,Orders'
3347,113679,4/97/11',Gardening,GD1200,2,46,NULL,,Orders'
3348,128153,6/97/28',Sports,SP1200,1,460,NULL,,Orders'
3349,128153,6/97/28',Sports,SP2200,1,461,NULL,,Orders'
3350,128153,6/97/28',Sports,SP2300,4,462,NULL,,Orders'
3351,159604,12/97/11',Pets,PT2100,1,463,NULL,,Orders'
3352,161317,12/97/20',Toys,TY4500,2,464,NULL,,Orders'
3353,161515,12/97/21',Software,SW4187,1,465,NULL,,Orders'
3354,164671,1/98/9',Software,sw1828,1,466,NULL,,Orders'
3355,172951,2/98/26',Gardening,GD2300,1,467,NULL,,Orders'
3356,173140,2/98/27',Sports,SP2000,1,468,NULL,,Orders'
3357,219115,9/98/18',Sports,SP1500,1,469,NULL,,Orders'
3358,239998,12/98/16',Toys,TY1300,1,47,NULL,,Orders'
3359,100597,4/00/25',Sports,SP1200,2,470,NULL,,Orders'
3360,113679,7/00/19',Gardening,GD1200,2,471,NULL,,Orders'
3361,128153,10/00/5',Sports,SP1200,1,472,NULL,,Orders'
3362,128153,10/00/5',Sports,SP2200,1,473,NULL,,Orders'
3363,128153,10/00/5',Sports,SP2300,4,474,NULL,,Orders'
3364,159604,3/01/20',Pets,PT2100,1,475,NULL,,Orders'
3365,161317,3/01/29',Toys,TY4500,2,476,NULL,,Orders'
3366,161515,3/01/30',Software,SW4187,1,477,NULL,,Orders'
3367,164671,4/01/18',Software,SW1828,1,478,NULL,,Orders'
3368,117996,5/97/5',Sports,SP2600,1,479,NULL,,Orders'
3369,122512,5/97/29',Pets,PT1000,1,48,NULL,,Orders'
3370,127530,6/97/25',Collectibles,CC4800,1,480,NULL,,Orders'
3371,128545,6/97/30',Sports,SP1400,2,481,NULL,,Orders'
3372,132738,7/97/22',Toys,TY1900,1,482,NULL,,Orders'
3373,160155,12/97/14',Toys,TY3100,3,483,NULL,,Orders'
3374,160155,12/97/14',Toys,TY4400,1,484,NULL,,Orders'
3375,160155,12/97/14',Toys,TY5400,1,485,NULL,,Orders'
3376,196288,6/98/13',Sports,SP1200,3,486,NULL,,Orders'
3377,217439,9/98/11',Toys,TY1100,1,487,NULL,,Orders'
3378,219600,9/98/20',Toys,TY4300,3,488,NULL,,Orders'
3379,242490,12/98/27',Toys,TY1100,2,489,NULL,,Orders'
3380,242490,12/98/27',Toys,TY1650,2,49,NULL,,Orders'
3381,242490,12/98/27',Toys,TY1900,1,490,NULL,,Orders'
3382,242490,12/98/27',Toys,TY5200,1,491,NULL,,Orders'
3383,117996,8/00/12',Sports,SP2600,1,492,NULL,,Orders'
3384,122512,9/00/5',Pets,PT1000,1,493,NULL,,Orders'
3385,127530,10/00/2',Collectibles,CC4800,1,494,NULL,,Orders'
3386,128545,10/00/7',Sports,SP1400,2,495,NULL,,Orders'
3387,132738,10/00/29',Toys,TY1900,1,496,NULL,,Orders'
3388,160155,3/01/23',Toys,TY3100,3,497,NULL,,Orders'
3389,160155,3/01/23',Toys,TY4400,1,498,NULL,,Orders'
3390,160155,3/01/23',Toys,TY5400,1,499,NULL,,Orders'
3391,101110,1/97/20',Pets,PT2400,1,5,NULL,,Orders'
3392,104532,2/97/14',Sports,SP2000,1,50,NULL,,Orders'
3393,110436,3/97/23',Gardening,GD2400,1,500,NULL,,Orders'
3394,117238,5/97/1',Sports,SP1000,1,501,NULL,,Orders'
3395,133329,7/97/25',Pets,PT1400,2,502,NULL,,Orders'
3396,133329,7/97/25',Pets,PT3500,1,503,NULL,,Orders'
3397,133329,7/97/25',Pets,PT4300,1,504,NULL,,Orders'
3398,133329,7/97/25',Pets,PT4600,1,505,NULL,,Orders'
3399,133697,7/97/27',Pets,PT1300,1,506,NULL,,Orders'
3400,138823,8/97/23',Sports,SP2300,1,507,NULL,,Orders'
3401,153854,11/97/11',Toys,TY2300,1,508,NULL,,Orders'
3402,177263,3/98/20',Toys,TY3800,1,509,NULL,,Orders'
3403,180405,4/98/4',Gardening,GD4200,1,51,NULL,,Orders'
3404,190692,5/98/20',Pets,PT1100,1,510,NULL,,Orders'
3405,192996,5/98/30',Toys,TY3700,4,511,NULL,,Orders'
3406,196525,6/98/14',Pets,PT3100,1,512,NULL,,Orders'
3407,101110,4/00/29',Pets,PT2400,1,513,NULL,,Orders'
3408,104532,5/00/24',Sports,SP2000,1,514,NULL,,Orders'
3409,110436,6/00/30',Gardening,GD2400,1,515,NULL,,Orders'
3410,117238,8/00/8',Sports,SP1000,1,516,NULL,,Orders'
3411,133329,11/00/1',Pets,PT1400,2,517,NULL,,Orders'
3412,133329,11/00/1',Pets,PT3500,1,518,NULL,,Orders'
3413,133329,11/00/1',Pets,PT4300,1,519,NULL,,Orders'
3414,133329,11/00/1',Pets,PT4600,1,52,NULL,,Orders'
3415,133697,11/00/3',Pets,PT1300,1,520,NULL,,Orders'
3416,138823,11/00/30',Sports,SP2300,1,521,NULL,,Orders'
3417,153854,2/01/18',Toys,TY2300,1,522,NULL,,Orders'
3418,101112,1/97/20',Sports,SP2400,1,523,NULL,,Orders'
3419,104683,2/97/15',Pets,PT4600,1,524,NULL,,Orders'
3420,108573,3/97/12',Sports,SP2400,3,525,NULL,,Orders'
3421,111574,3/97/30',Sports,SP2300,1,526,NULL,,Orders'
3422,123630,6/97/4',Sports,SP2000,1,527,NULL,,Orders'
3423,123630,6/97/4',Sports,SP3200,3,528,NULL,,Orders'
3424,134317,7/97/30',Pets,PT2100,1,529,NULL,,Orders'
3425,141354,9/97/5',Pets,PT1300,2,53,NULL,,Orders'
3426,156347,11/97/24',Toys,TY1300,1,530,NULL,,Orders'
3427,200543,7/98/1',Pets,PT3100,1,531,NULL,,Orders'
3428,210121,8/98/11',Software,SW2842,1,532,NULL,,Orders'
3429,221727,9/98/29',Software,SW7823,1,533,NULL,,Orders'
3430,223655,10/98/7',Pets,PT3400,3,534,NULL,,Orders'
3431,232303,11/98/13',Gardening,GD1010,1,535,NULL,,Orders'
3432,235538,11/98/27',Pets,PT3100,3,536,NULL,,Orders'
3433,240474,12/98/18',Software,SW6269,1,537,NULL,,Orders'
3434,101112,4/00/29',Sports,SP2400,1,538,NULL,,Orders'
3435,104683,5/00/25',Pets,PT4600,1,539,NULL,,Orders'
3436,108573,6/00/19',Sports,SP2400,3,54,NULL,,Orders'
3437,111574,7/00/7',Sports,SP2300,1,540,NULL,,Orders'
3438,123630,9/00/11',Sports,SP2000,1,541,NULL,,Orders'
3439,123630,9/00/11',Sports,SP3200,3,542,NULL,,Orders'
3440,134317,11/00/6',Pets,PT2100,1,543,NULL,,Orders'
3441,141354,12/00/13',Pets,PT1300,2,544,NULL,,Orders'
3442,156347,3/01/3',Toys,TY1300,1,545,NULL,,Orders'
3443,107817,3/97/7',Sports,SP1600,1,546,NULL,,Orders'
3444,121561,5/97/24',Sports,SP3000,1,547,NULL,,Orders'
3445,126293,6/97/18',Gardening,GD1500,4,548,NULL,,Orders'
3446,142086,9/97/9',Collectibles,CC1500,1,549,NULL,,Orders'
3447,142086,9/97/9',Collectibles,CC3200,1,55,NULL,,Orders'
3448,142086,9/97/9',Collectibles,CC4700,2,550,NULL,,Orders'
3449,149222,10/97/17',Pets,PT1400,1,551,NULL,,Orders'
